item,frequency,support_percent,total_utility,utility_percent,category,rank_by_frequency,rank_by_utility,rank_difference
PARTY FOOD SHOPPER BAG,69,0.3828866322623606,415.88,0.004607975251238149,Others,1837,2258,-421
JINGLE BELLS TREE DECORATION,76,0.42173020365129565,415.77,0.0046067564446650115,Others,1732,2259,-527
CUPID DESIGN SCENTED CANDLES,38,0.21086510182564783,415.32,0.004601770417774906,Others,2341,2260,81
PAPER LANTERN 5 POINT STAR MOON ,18,0.09988346928583319,414.98,0.004598003197457937,Others,2871,2261,610
SET/6 FRUIT SALAD  PAPER PLATES,92,0.5105155096831474,413.93,0.004586369134714358,Others,1541,2262,-721
BLACK BAROQUE CARRIAGE CLOCK,34,0.18866877531768492,412.89,0.004574845872568335,Others,2428,2263,165
JIGSAW TREE WITH WATERING CAN,96,0.5327118361911104,412.28,0.004568087036117303,Others,1499,2264,-765
SET/4 BADGES BALLOON GIRL,78,0.4328283669052772,411.84,0.004563211809824755,Others,1705,2265,-560
BLUE POLKADOT PASSPORT COVER,92,0.5105155096831474,411.79,0.0045626578068369665,Others,1541,2266,-725
FELT TOADSTOOL  SMALL,65,0.36069030575439764,411.38,0.004558114982337091,Others,1893,2267,-374
PARTY INVITES DINOSAURS,83,0.46057377504023084,410.92999999999995,0.0045531289554469855,Others,1641,2268,-627
CHRISTMAS TREE PAINTED ZINC ,73,0.40508295877032346,410.89,0.004552685753056754,Others,1773,2269,-496
SILVER PHOTO FRAME,37,0.2053160201986571,409.83,0.0045409408897156165,Others,2365,2270,95
WRAP MAGIC FOREST ,39,0.2164141834526386,409.5,0.004537284469996205,Others,2316,2271,45
ENAMEL PINK COFFEE CONTAINER,55,0.3051994894844903,408.90000000000003,0.0045306364341427315,Others,2045,2272,-227
LARGE STRIPES CHOCOLATE GIFT BAG,44,0.24415959158759223,408.75,0.004528974425179362,Others,2214,2273,-59
LAUREL STAR ANTIQUE GOLD,38,0.21086510182564783,408.03,0.004520996782155193,Others,2341,2274,67
CANDY SPOT EGG WARMER HARE,84,0.4661228566672216,407.74,0.004517783564826014,Others,1631,2275,-644
CHRISTMAS MUSICAL ZINC TREE,93,0.5160645913101382,405.59999999999997,0.004494072236948622,Others,1533,2276,-743
IVORY STRING CURTAIN WITH POLE ,26,0.14427612230175907,405.52,0.004493185832168159,Others,2633,2277,356
GLASS BONNE JAM JAR,22,0.12207979579379612,405.37,0.004491523823204791,Others,2749,2278,471
GREEN FERN SKETCHBOOK ,55,0.3051994894844903,405.08,0.0044883106058756115,Others,2045,2279,-234
CLASSIC GLASS SWEET JAR,13,0.07213806115087953,404.75,0.004484654186156201,Others,3043,2280,763
EIGHT PIECE SNAKE  SET,81,0.4494756117862494,404.54,0.004482327373607485,Others,1668,2281,-613
SET 6 FOOTBALL CELEBRATION CANDLES,78,0.4328283669052772,403.48,0.004470582510266346,Others,1705,2282,-577
SUMMER DAISIES BAG CHARM,87,0.4827701015481938,402.65999999999997,0.0044614968612665985,Others,1606,2283,-677
BAKING MOULD ROSE WHITE CHOCOLATE,44,0.24415959158759223,402.46999999999997,0.004459391649912998,Others,2214,2284,-70
LARGE PARLOUR PICTURE FRAME,28,0.1553742855557405,402.28,0.0044572864385593975,Others,2576,2285,291
INFLATABLE POLITICAL GLOBE ,58,0.3218467343654625,401.19,0.004445209173425587,Others,2002,2286,-284
RIDGED GLASS POSY VASE ,43,0.2386105099606015,401.08,0.004443990366852449,Others,2234,2287,-53
3D SHEET OF DOG STICKERS,111,0.6159480605959714,400.19,0.004434129113669796,Others,1331,2288,-957
NEW BAROQUE JEWELLERY BOX ,22,0.12207979579379612,399.19,0.004423049053914005,Others,2749,2289,460
TUSCAN VILLA DOVECOTE BIRD FEEDER,23,0.12762887742078685,399.03,0.004421276244353079,Others,2721,2290,431
ENAMEL PINK TEA CONTAINER,60,0.332944897619444,398.63,0.004416844220450762,Others,1961,2291,-330
WHITE STITCHED CUSHION COVER,21,0.1165307141668054,398.33,0.004413520202524026,Others,2775,2292,483
S/2 ZINC HEART DESIGN PLANTERS,28,0.1553742855557405,398.0,0.0044098637828046145,Others,2576,2293,283
CHRISTMAS HANGING SNOWFLAKE,44,0.24415959158759223,397.68,0.004406318163682762,Others,2214,2294,-80
PINK FLOWER FABRIC PONY,44,0.24415959158759223,397.48,0.004404102151731604,Others,2214,2295,-81
MINI PLAYING CARDS FUN FAIR ,59,0.32739581599245327,396.32,0.004391249282414887,Others,1981,2296,-315
HEART TRELLIS TRIPLE T-LIGHT HOLDER,30,0.166472448809722,395.11,0.00437784241011038,Others,2528,2297,231
SET/4 BADGES DOGS,84,0.4661228566672216,395.01,0.004376734404134801,Others,1631,2298,-667
FAIRY SOAP SOAP HOLDER,71,0.393984795516342,394.33,0.004369199963500863,Others,1800,2299,-499
PASTEL COLOUR HONEYCOMB FAN,65,0.36069030575439764,394.04999999999995,0.004366097546769242,Others,1893,2300,-407
BLACK SWEETHEART BRACELET,47,0.26080683646856445,392.83,0.004352579873867178,Others,2161,2301,-140
SET/3 POT PLANT CANDLES,30,0.166472448809722,391.76,0.0043407242099284815,Others,2528,2302,226
FRENCH STYLE STORAGE JAR CAFE ,59,0.32739581599245327,390.89,0.004331084557940944,Others,1981,2303,-322
HOUSE SHAPE PENCIL SHARPENER,94,0.5216136729371289,390.8,0.004330087352562923,Others,1523,2304,-781
MRS ROBOT SOFT TOY,25,0.13872704067476832,390.7,0.004328979346587344,Others,2664,2305,359
HANGING WOOD AND FELT BUTTERFLY ,125,0.6936352033738417,389.25,0.004312913259941448,Others,1205,2306,-1101
TROPICAL PASSPORT COVER ,96,0.5327118361911104,389.25,0.004312913259941448,Others,1499,2306,-807
T-LIGHT HOLDER SILVER HEART HANDLE,27,0.1498252039287498,388.01,0.004299173985844267,Others,2603,2308,295
PACK OF 20 SPACEBOY NAPKINS,114,0.6325953054769436,387.51,0.004293633955966372,Others,1297,2309,-1012
DOLLY CABINET 2 DRAWERS ,18,0.09988346928583319,387.5,0.004293523155368815,Others,2871,2310,561
TOAST ITS - HAPPY BIRTHDAY,99,0.5493590810720826,387.04,0.004288426327881151,Others,1456,2311,-855
BELL HEART DECORATION,9,0.049941734642916596,387.0,0.004287983125490919,Others,3218,2312,906
WRAP WEDDING DAY,31,0.17202153043671273,387.0,0.004287983125490919,Others,2499,2312,187
ESSENTIAL BALM 3.5g TIN IN ENVELOPE,28,0.1553742855557405,386.97,0.004287650723698246,Others,2576,2314,262
BLUE PATCH PURSE PINK HEART,41,0.22751234670662004,386.32,0.004280448684856982,Others,2276,2315,-39
EGG FRYING PAN BLUE ,72,0.39953387714333277,386.28000000000003,0.0042800054824667505,Others,1785,2316,-531
ROSE DU SUD DRAWSTRING BAG,62,0.34404306087342545,386.15999999999997,0.004278675875296055,Others,1934,2317,-383
PING! MICROWAVE PLATE,61,0.3384939792464347,385.09,0.004266820211357359,Others,1946,2318,-372
EASTER TIN BUCKET,34,0.18866877531768492,384.73,0.004262831389845275,Others,2428,2319,109
BUNNY WOODEN PAINTED WITH FLOWER ,95,0.5271627545641197,383.14,0.004245214094833568,Others,1510,2320,-810
ANT COPPER LIME BOUDICCA BRACELET,49,0.2719049997225459,383.04,0.00424410608885799,Others,2130,2321,-191
PARTY INVITES JAZZ HEARTS,96,0.5327118361911104,381.81,0.0042304776153583665,Others,1499,2322,-823
"DECORATION , WOBBLY CHICKEN, METAL ",34,0.18866877531768492,381.22,0.00422394038010245,Others,2428,2323,105
ROSE DU SUD OVEN GLOVE,63,0.3495921425004162,381.15000000000003,0.004223164775919545,Others,1920,2324,-404
GOLD STANDING GNOME,27,0.1498252039287498,381.02,0.004221724368151292,Others,2603,2325,278
BLUE VICTORIAN FABRIC OVAL BOX,99,0.5493590810720826,378.49,0.004193691816969143,Others,1456,2326,-870
SET OF 3 GOLD FLYING DUCKS,18,0.09988346928583319,378.45,0.0041932486145789104,Others,2871,2327,544
WOVEN SUNSET CUSHION COVER ,37,0.2053160201986571,378.29,0.004191475805017985,Others,2365,2328,37
PANTRY HOOK BALLOON WHISK ,43,0.2386105099606015,378.05,0.004188816590676595,Others,2234,2329,-95
"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",103,0.5715554075800455,376.21999999999997,0.0041685400813234975,Others,1407,2330,-923
VINTAGE LEAF CHOPPING BOARD  ,35,0.19421785694467567,375.7,0.004162778450250487,Others,2408,2331,77
BABY BOOM RIBBONS ,80,0.44392653015925865,374.84,0.004153249598860507,Others,1680,2332,-652
DANISH ROSE TRINKET TRAYS,24,0.1331779590477776,374.55,0.0041500363815313275,Others,2693,2333,360
MAGNETS PACK OF 4 RETRO PHOTO,105,0.582653570834027,374.43,0.004148706774360633,Others,1384,2334,-950
MILK MAIDS MUG ,32,0.17757061206370345,373.79,0.004141615536116927,Others,2473,2335,138
RED SHARK HELICOPTER,33,0.1831196936906942,373.48,0.004138180717592632,Others,2450,2336,114
MONEY BOX KINGS CHOICE DESIGN,81,0.4494756117862494,372.21,0.004124109041702778,Others,1668,2337,-669
GLASS CHALICE BLUE SMALL ,45,0.249708673214583,371.44,0.004115577395690819,Others,2198,2338,-140
SQUARECUSHION COVER PINK UNION FLAG,25,0.13872704067476832,371.34000000000003,0.004114469389715241,Others,2664,2339,325
IVORY PILLAR CANDLE GOLD FLOCK,29,0.16092336718273126,370.98,0.004110480568203156,Others,2553,2340,213
PINK ROSE FABRIC MIRROR,59,0.32739581599245327,370.96999999999997,0.004110369767605597,Others,1981,2341,-360
WHITE MOROCCAN METAL LANTERN,25,0.13872704067476832,370.3,0.004102946127569219,Others,2664,2342,322
CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,25,0.13872704067476832,369.16999999999996,0.004090425660045175,Others,2664,2343,321
EASTER DECORATION NATURAL CHICK,64,0.3551412241274069,366.15,0.004056963879582687,Others,1906,2344,-438
BLACK CHRISTMAS TREE 120CM,22,0.12207979579379612,365.25,0.0040469918258024765,Others,2749,2345,404
RIBBONS PURSE ,50,0.27745408134953664,364.6,0.004039789786961213,Others,2117,2346,-229
STRAWBERRIES  DESIGN FLANNEL ,104,0.5771044892070363,363.14,0.004023612899717758,Others,1394,2347,-953
GLITTER CHRISTMAS TREE,54,0.2996504078574996,362.31,0.004014416450120452,Others,2058,2348,-290
MIRRORED WALL ART SNOWFLAKES,45,0.249708673214583,362.04,0.004011424833986389,Others,2198,2349,-151
PINK SPOTS CHOCOLATE NESTING BOXES ,6,0.0332944897619444,361.56000000000006,0.00400610640530361,Others,3410,2350,1060
GREEN BITTY LIGHT CHAIN,57,0.3162976527384718,359.85,0.0039871595031212076,Others,2020,2351,-331
DECORATIVE HANGING SHELVING UNIT,5,0.027745408134953665,359.70000000000005,0.00398549749415784,Others,3475,2352,1123
JIGSAW TOADSTOOLS 3 PIECE,70,0.38843571388935133,359.18,0.003979735863084828,Others,1818,2353,-535
BLACK CHRISTMAS TREE 60CM,21,0.1165307141668054,358.64,0.003973752630816701,Others,2775,2354,421
GREEN ENAMEL+GLASS HAIR COMB,54,0.2996504078574996,357.74,0.00396378057703649,Others,2058,2355,-297
VEGETABLE GARDEN CHOPPING BOARD,20,0.11098163253981466,357.69,0.0039632265740486994,Others,2804,2356,448
GIFT BAG BIRTHDAY,66,0.3662393873813884,357.02000000000004,0.003955802934012321,Others,1879,2357,-478
HEART BUTTONS JEWELLERY BOX,30,0.166472448809722,356.11,0.003945720079634551,Others,2528,2358,170
HOME SWEET HOME HOOK,41,0.22751234670662004,355.24,0.003936080427647013,Others,2276,2359,-83
BLUE SCOTTIE DOG W FLOWER PATTERN,44,0.24415959158759223,355.23,0.003935969627049456,Others,2214,2360,-146
RETROSPOT BABUSHKA DOORSTOP,46,0.2552577548415737,355.2,0.003935637225256782,Others,2180,2361,-181
HEARTS GIFT TAPE,88,0.48831918317518447,354.91,0.003932424007927603,Others,1594,2362,-768
ASSORTED COLOUR LIZARD SUCTION HOOK,51,0.2830031629765274,354.78000000000003,0.00393098360015935,Others,2103,2363,-260
RIDGED GLASS STORAGE JAR CREAM LID,18,0.09988346928583319,353.97,0.00392200875175716,Others,2871,2364,507
CHILDS GARDEN RAKE BLUE,54,0.2996504078574996,352.69,0.003907826275269748,Others,2058,2365,-307
MADRAS NOTEBOOK LARGE ,15,0.083236224404861,352.46000000000004,0.0039052778615259165,Others,2970,2366,604
RED VICTORIAN FABRIC OVAL BOX,98,0.5438099994450918,352.25,0.0039029510489772,Others,1470,2367,-897
FLYING PIG WATERING CAN,41,0.22751234670662004,351.40000000000003,0.0038935329981847782,Others,2276,2368,-92
EGG FRYING PAN MINT ,66,0.3662393873813884,351.31,0.003892535792806757,Others,1879,2369,-490
SMALL MEDINA STAMPED METAL BOWL ,43,0.2386105099606015,351.09999999999997,0.0038902089802580406,Others,2234,2370,-136
FOLDING BUTTERFLY MIRROR RED  ,79,0.4383774485322679,350.98,0.0038888793730873466,Others,1691,2371,-680
SMALL FOLKART STAR CHRISTMAS DEC,53,0.29410132623050883,350.47999999999996,0.0038833393432094504,Others,2073,2372,-299
SET OF 36 DINOSAUR PAPER DOILIES,55,0.3051994894844903,349.72999999999996,0.0038750292983926074,Others,2045,2373,-328
FOLKART CLIP ON STARS,97,0.538260917818101,349.09,0.003867938060148902,Others,1484,2374,-890
GLASS CHALICE GREEN  LARGE ,18,0.09988346928583319,348.92,0.0038660544499904176,Others,2871,2375,496
SCOTTIES CHILDRENS APRON,57,0.3162976527384718,348.91999999999996,0.0038660544499904167,Others,2020,2376,-356
PINK PADDED MOBILE,32,0.17757061206370345,348.29,0.00385907401234427,Others,2473,2377,96
GEMSTONE CHANDELIER T-LIGHT HOLDER,7,0.03884357138893513,347.7,0.003852536777088353,Others,3346,2378,968
PARTY INVITES FOOTBALL,76,0.42173020365129565,347.15,0.0038464427442226686,Others,1732,2379,-647
ANIMAL STICKERS,42,0.2330614283336108,347.13,0.003846221143027553,Others,2253,2380,-127
ANGEL DECORATION PAINTED ZINC ,70,0.38843571388935133,344.64,0.0038186317942356337,Others,1818,2381,-563
BEADED CRYSTAL HEART PINK SMALL,65,0.36069030575439764,343.99,0.0038114297553943706,Others,1893,2382,-489
MIRROR MOSAIC CANDLE PLATE,59,0.32739581599245327,343.71,0.0038083273386627487,Others,1981,2383,-402
FOLDING UMBRELLA PINKWHITE POLKADOT,38,0.21086510182564783,343.58,0.003806886930894496,Others,2341,2384,-43
SMALLFOLKART BAUBLE CHRISTMAS DEC,40,0.22196326507962932,343.57,0.003806776130296938,Others,2297,2385,-88
MINI JIGSAW DOLLY GIRL,101,0.560457244326064,343.08,0.003801346901016601,Others,1431,2386,-955
SILVER FLOWR PINK SHELL NECKLACE,4,0.02219632650796293,342.76000000000005,0.0037978012818947484,Others,3551,2387,1164
PARTY INVITES SPACEMAN,62,0.34404306087342545,342.63,0.003796360874126495,Others,1934,2388,-454
ASSORTED EASTER DECORATIONS  BELLS,21,0.1165307141668054,341.79,0.0037870536239316315,Others,2775,2389,386
DANISH ROSE DELUXE COASTER,31,0.17202153043671273,341.45,0.003783286403614663,Others,2499,2390,109
WAKE UP COCKEREL CALENDAR SIGN ,32,0.17757061206370345,341.09000000000003,0.0037792975821025784,Others,2473,2391,82
SILVER ROCOCO CANDLE STICK,14,0.07768714277787026,340.7,0.0037749763587978193,Others,3007,2392,615
CAMOUFLAGE EAR MUFF HEADPHONES,26,0.14427612230175907,340.63,0.003774200754614914,Others,2633,2393,240
WALL ART TREASURE AHOY ,25,0.13872704067476832,340.35,0.003771098337883293,Others,2664,2394,270
ORIGAMI VANILLA INCENSE/CANDLE SET ,63,0.3495921425004162,340.22999999999996,0.0037697687307125974,Others,1920,2395,-475
SILVER VANILLA  FLOWER CANDLE POT,25,0.13872704067476832,339.87,0.003765779909200514,Others,2664,2396,268
CAKES AND BOWS GIFT  TAPE,81,0.4494756117862494,339.62,0.003763009894261566,Others,1668,2397,-729
WHITE CANDYSTUFT ARTIFICIAL FLOWER,17,0.09433438765884246,339.06,0.0037568050607983236,Others,2905,2398,507
CUBIC MUG PINK POLKADOT,46,0.2552577548415737,338.73,0.0037531486410789126,Others,2180,2399,-219
SNACK TRAY RED VINTAGE DOILY,33,0.1831196936906942,337.64,0.003741071375945101,Others,2450,2400,50
WHITE SAGE INCENSE,67,0.37178846900837914,337.14,0.0037355313460672055,Others,1864,2401,-537
DOLLCRAFT GIRL NICOLE,12,0.0665889795238888,336.6,0.003729548113799079,Others,3080,2402,678
PAPER LANTERN 9 POINT HOLLY STAR S,19,0.10543255091282391,336.14,0.0037244512863114153,Others,2837,2403,434
PINK PAISLEY ROSE GIFT WRAP,31,0.17202153043671273,336.0,0.0037229000779456043,Others,2499,2404,95
MINI JIGSAW CIRCUS PARADE ,60,0.332944897619444,335.48,0.0037171384468725932,Others,1961,2405,-444
TURQ+RED BOUDICCA LARGE BRACELET,25,0.13872704067476832,335.34000000000003,0.003715587238506783,Others,2664,2406,258
RED RETRO KITCHEN WALL CLOCK,19,0.10543255091282391,334.81,0.0037097148068362135,Others,2837,2407,430
GREEN GOOSE FEATHER TREE 60CM,41,0.22751234670662004,333.57,0.0036959755327390332,Others,2276,2408,-132
MAGIC DRAWING SLATE LEAP FROG ,67,0.37178846900837914,333.57,0.0036959755327390332,Others,1864,2408,-544
ANT COPPER TURQ BOUDICCA BRACELET,36,0.19976693857166639,333.33,0.0036933163183976436,Others,2386,2410,-24
FELT FARM ANIMAL CHICKEN,46,0.2552577548415737,332.9,0.0036885518927026535,Others,2180,2411,-231
FELT FARM ANIMAL HEN,44,0.24415959158759223,332.84,0.0036878870891173064,Others,2214,2412,-198
CHILDS GARDEN RAKE PINK,63,0.3495921425004162,332.73,0.00368666828254417,Others,1920,2413,-493
SMALL POP BOX FUNKY MONKEY,85,0.4716719382942123,331.48,0.0036728182078494317,Others,1624,2414,-790
BLACK LOVE BIRD CANDLE,60,0.332944897619444,330.98,0.0036672781779715363,Others,1961,2415,-454
GREEN CAT FLORAL CUSHION COVER ,53,0.29410132623050883,330.17,0.0036583033295693457,Others,2073,2416,-343
RETROSPOT CANDLE  MEDIUM,38,0.21086510182564783,328.92,0.003644453254874608,Others,2341,2417,-76
PURPLE SWEETHEART BRACELET,50,0.27745408134953664,328.44,0.0036391348261918285,Others,2117,2418,-301
FLOWERS TILE COASTER,38,0.21086510182564783,327.79999999999995,0.003632043587948122,Others,2341,2419,-78
ASSTD DESIGN 3D PAPER STICKERS,28,0.1553742855557405,326.63,0.0036190799180338476,Others,2576,2420,156
MINI LADLE LOVE HEART RED ,142,0.787969591032684,326.0,0.0036120994803877,Others,1059,2421,-1362
5 HOOK HANGER MAGIC TOADSTOOL,22,0.12207979579379612,325.97999999999996,0.0036118778791925836,Others,2749,2422,327
CANDLE PLATE LACE WHITE,53,0.29410132623050883,324.8,0.003598803408680751,Others,2073,2423,-350
CHUNKY SILVER NECKLACE PASTEL FLOWE,23,0.12762887742078685,324.01,0.0035900501614736765,Others,2721,2424,297
CAT AND BIRD WALL ART,4,0.02219632650796293,323.64,0.003585950539364034,Others,3551,2425,1126
MIRRORED WALL ART STARS,47,0.26080683646856445,321.09000000000003,0.003557696386986769,Others,2161,2426,-265
IVORY SWEETHEART SOAP DISH,44,0.24415959158759223,321.03000000000003,0.003557031583401421,Others,2214,2427,-213
RABBIT  DESIGN  COTTON TOTE BAG,53,0.29410132623050883,320.32,0.0035491647409748093,Others,2073,2428,-355
POPART WOODEN PENCILS ASST,56,0.310748571111481,320.0,0.0035456191218529564,Others,2034,2429,-395
LA JARDIN BOTANIQUE CUSHION COVER,24,0.1331779590477776,319.28,0.003537641478828787,Others,2693,2430,263
EMBROIDERED RIBBON REEL RUBY ,28,0.1553742855557405,318.67,0.0035308826423777555,Others,2576,2431,145
EMBROIDERED RIBBON REEL ROSIE,42,0.2330614283336108,318.28000000000003,0.0035265614190729973,Others,2253,2432,-179
MONEY BOX POCKET MONEY DESIGN,61,0.3384939792464347,317.25,0.003515148957524533,Others,1946,2433,-487
FUNKY MONKEY CUSHION COVER,46,0.2552577548415737,317.17,0.0035142625527440695,Others,2180,2434,-254
NEWSPAPER STAND,5,0.027745408134953665,316.95000000000005,0.003511824939597796,Others,3475,2435,1040
SET/6 BLACK BIRD T-LIGHT CANDLES,39,0.2164141834526386,316.75,0.003509608927646638,Others,2316,2436,-120
FRUIT TREE AND BIRDS WALL PLAQUE,22,0.12207979579379612,316.73,0.003509387326451522,Others,2749,2437,312
VINTAGE ROSE BEAD BRACELET RASPBERR,44,0.24415959158759223,315.73,0.003498307266695731,Others,2214,2438,-224
FELTCRAFT DOLL MARIA,40,0.22196326507962932,315.67,0.003497642463110384,Others,2297,2439,-142
BATHROOM METAL SIGN ,66,0.3662393873813884,315.14,0.0034917700314398147,Others,1879,2440,-561
BLUE SCANDINAVIAN PAISLEY WRAP,29,0.16092336718273126,315.0,0.003490218823074004,Others,2553,2441,112
HANGING WOOD AND FELT HEART,106,0.5882026524610177,314.81,0.003488113611720404,Others,1372,2442,-1070
COFFEE SCENT PILLAR CANDLE,59,0.32739581599245327,313.94,0.0034784739597328663,Others,1981,2443,-462
SNACK TRAY I LOVE LONDON,31,0.17202153043671273,313.9,0.0034780307573426344,Others,2499,2444,55
PARTY INVITES BALLOON GIRL,67,0.37178846900837914,313.39,0.0034723799268671814,Others,1864,2445,-581
FAIRY DREAMS INCENSE ,101,0.560457244326064,313.31,0.003471493522086718,Others,1431,2446,-1015
DECORATION SITTING BUNNY,80,0.44392653015925865,313.06,0.0034687235071477708,Others,1680,2447,-767
SKULLS DESIGN FLANNEL,103,0.5715554075800455,313.01,0.0034681695041599812,Others,1407,2448,-1041
FLOOR LAMP SHADE WOOD BASE,13,0.07213806115087953,312.7,0.003464734685635686,Others,3043,2449,594
SET OF 4 POLKADOT COASTERS,77,0.42727928527828646,312.53,0.0034628510754772016,Others,1719,2450,-731
BLUE CUSHION COVER WITH FLOWER,28,0.1553742855557405,312.28000000000003,0.0034600810605382544,Others,2576,2451,125
CHRISTMAS HANGING HEART WITH BELL,26,0.14427612230175907,311.34999999999997,0.003449776604965368,Others,2633,2452,181
BLUE & WHITE BREAKFAST TRAY,35,0.19421785694467567,310.90000000000003,0.003444790578075263,Others,2408,2453,-45
RETRO PLASTIC POLKA TRAY,69,0.3828866322623606,310.31,0.0034382533428193468,Others,1837,2454,-617
ENAMEL BLUE RIM BISCUIT BIN,36,0.19976693857166639,309.69,0.0034313837057707566,Others,2386,2455,-69
BLACK LOVE BIRD T-LIGHT HOLDER,28,0.1553742855557405,309.64,0.003430829702782967,Others,2576,2456,120
GRASS HOPPER WOODEN WALL CLOCK ,29,0.16092336718273126,309.51,0.0034293892950147146,Others,2553,2457,96
MAGIC DRAWING SLATE GO TO THE FAIR ,65,0.36069030575439764,308.71000000000004,0.0034205252472100825,Others,1893,2458,-565
DOILY THANK YOU CARD,54,0.2996504078574996,308.2,0.0034148744167346286,Others,2058,2459,-401
MINI  ZINC GARDEN DECORATIONS ,30,0.166472448809722,306.66999999999996,0.003397921925308269,Others,2528,2460,68
PEACH KNITTED HEN ,59,0.32739581599245327,306.56,0.003396703118735132,Others,1981,2461,-480
BABY MOUSE RED GINGHAM DRESS,20,0.11098163253981466,306.0,0.0033904982852718895,Others,2804,2462,342
SPACE OWL,66,0.3662393873813884,305.75,0.0033877282703329422,Others,1879,2463,-584
CINNAMON SCENTED VOTIVE CANDLE,35,0.19421785694467567,305.35999999999996,0.003383407047028183,Others,2408,2464,-56
DENIM PATCH PURSE PINK BUTTERFLY,57,0.3162976527384718,304.49,0.003373767395040646,Others,2020,2465,-445
LARGE CAMPHOR WOOD FIELD MUSHROOM ,26,0.14427612230175907,304.37,0.0033724377878699514,Others,2633,2466,167
SET OF 4 NAPKIN CHARMS INSTRUMENT,37,0.2053160201986571,303.73,0.003365346549626246,Others,2365,2467,-102
PANTRY HOOK TEA STRAINER ,30,0.166472448809722,303.53000000000003,0.0033631305376750874,Others,2528,2468,60
PARTY PIZZA DISH BLUE POLKADOT,64,0.3551412241274069,303.5,0.0033627981358824136,Others,1906,2469,-563
SET/4 BADGES BEETLES,69,0.3828866322623606,303.19,0.0033593633173581183,Others,1837,2470,-633
SKULLS STORAGE BOX LARGE,29,0.16092336718273126,302.79,0.003354931293455803,Others,2553,2471,82
SET/4 BADGES CUTE CREATURES,51,0.2830031629765274,302.72,0.0033541556892728967,Others,2103,2472,-369
ALPHABET HEARTS STICKER SHEET,55,0.3051994894844903,302.48,0.0033514964749315076,Others,2045,2473,-428
FORKED CACTUS CANDLE,33,0.1831196936906942,301.96000000000004,0.0033457348438584965,Others,2450,2474,-24
GINGHAM BABUSHKA DOORSTOP,36,0.19976693857166639,301.49,0.003340527215773275,Others,2386,2475,-89
BLUE TEA TOWEL CLASSIC DESIGN,46,0.2552577548415737,299.84,0.0033222451171762203,Others,2180,2476,-296
PINK & WHITE BREAKFAST TRAY,31,0.17202153043671273,298.94,0.003312273063396009,Others,2499,2477,22
COLUMBIAN CANDLE RECTANGLE,28,0.1553742855557405,297.96,0.003301414604835334,Others,2576,2478,98
MIXED NUTS LIGHT GREEN BOWL,67,0.37178846900837914,296.03,0.0032800300895066583,Others,1864,2479,-615
SET OF 36 DOILIES SPACEBOY DESIGN ,51,0.2830031629765274,295.45,0.0032736036548482996,Others,2103,2480,-377
SET/6 FRUIT SALAD PAPER CUPS,88,0.48831918317518447,294.84000000000003,0.003266844818397268,Others,1594,2481,-887
ROSE DU SUD WASHBAG ,47,0.26080683646856445,294.64,0.00326462880644611,Others,2161,2482,-321
PANDA AND BUNNIES STICKER SHEET,76,0.42173020365129565,294.63,0.003264518005848552,Others,1732,2483,-751
PACK 3 IRON ON DOG PATCHES,60,0.332944897619444,294.59,0.0032640748034583203,Others,1961,2484,-523
SMALL STRIPES CHOCOLATE GIFT BAG ,23,0.12762887742078685,294.34999999999997,0.00326141558911693,Others,2721,2485,236
EASTER BUNNY GARLAND OF FLOWERS,79,0.4383774485322679,293.8,0.003255321556251246,Others,1691,2486,-795
SET OF 2 TEA TOWELS PING MICROWAVE,74,0.4106320403973142,293.73,0.0032545459520683406,Others,1759,2487,-728
WOVEN CANDY CUSHION COVER ,39,0.2164141834526386,292.56,0.003241582282154065,Others,2316,2488,-172
SET OF 6 RIBBONS PARTY,14,0.07768714277787026,291.92,0.0032344910439103597,Others,3007,2489,518
RECTANGULAR SHAPED MIRROR,31,0.17202153043671273,290.78000000000003,0.003221859775788759,Others,2499,2490,9
RETROSPOT CANDLE  SMALL,37,0.2053160201986571,290.38,0.003217427751886442,Others,2365,2491,-126
PIN CUSHION BABUSHKA BLUE,39,0.2164141834526386,290.21,0.003215544141727958,Others,2316,2492,-176
MEDIUM CHINESE STYLE SCISSOR,24,0.1331779590477776,289.98,0.0032129957279841263,Others,2693,2493,200
PACK OF 12 CHRISTMAS FUN CARDS,37,0.2053160201986571,289.69,0.0032097825106549467,Others,2365,2494,-129
ANT COPPER PINK BOUDICCA BRACELET,33,0.1831196936906942,289.19,0.0032042424807770514,Others,2450,2495,-45
GREEN HEART COMPACT MIRROR,32,0.17757061206370345,288.31,0.0031944920281919563,Others,2473,2496,-23
PARTY PIZZA DISH PINK POLKADOT,64,0.3551412241274069,287.7,0.0031877331917409234,Others,1906,2497,-591
PAPER LANTERN 5 POINT SEQUIN STAR,21,0.1165307141668054,287.5,0.0031855171797897657,Others,2775,2498,277
DOOR HANGER  MUM + DADS ROOM,62,0.34404306087342545,287.21999999999997,0.0031824147630581437,Others,1934,2499,-565
PINK JEWELLED PHOTO FRAME ,17,0.09433438765884246,286.75,0.0031772071349729226,Others,2905,2500,405
PIECE OF CAMO STATIONERY SET,28,0.1553742855557405,286.6,0.0031755451260095545,Others,2576,2501,75
