item,utility,twu,utility_percent,frequency,frequency_percent,support,category
IVORY PILLAR CANDLE GOLD FLOCK,370.9800000000001,28820.830000000016,0.004110480568203169,29,0.16092336718273126,0.0016092336718273126,Khác
PINK ROSE FABRIC MIRROR,370.97,148973.20000000004,0.004110369767605611,59,0.32739581599245327,0.0032739581599245324,Khác
WHITE MOROCCAN METAL LANTERN,370.3000000000001,121255.23000000011,0.004102946127569232,25,0.13872704067476832,0.0013872704067476832,Khác
CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,369.16999999999996,38078.320000000014,0.004090425660045187,25,0.13872704067476832,0.0013872704067476832,Khác
EASTER DECORATION NATURAL CHICK,366.1500000000001,62485.25000000006,0.004056963879582701,64,0.3551412241274069,0.003551412241274069,Khác
BLACK CHRISTMAS TREE 120CM,365.24999999999994,40985.03000000001,0.004046991825802489,22,0.12207979579379612,0.0012207979579379612,Khác
RIBBONS PURSE ,364.6000000000001,98045.17000000007,0.004039789786961226,50,0.27745408134953664,0.0027745408134953664,Khác
STRAWBERRIES  DESIGN FLANNEL ,363.1399999999997,332720.2900000001,0.0040236128997177675,104,0.5771044892070363,0.005771044892070362,Khác
GLITTER CHRISTMAS TREE,362.3099999999999,53923.74999999992,0.004014416450120463,54,0.2996504078574996,0.002996504078574996,Khác
MIRRORED WALL ART SNOWFLAKES,362.03999999999996,17952.21,0.004011424833986401,45,0.249708673214583,0.00249708673214583,Khác
PINK SPOTS CHOCOLATE NESTING BOXES ,361.56000000000006,4625.260000000001,0.004006106405303623,6,0.0332944897619444,0.000332944897619444,Khác
GREEN BITTY LIGHT CHAIN,359.8499999999999,242142.70000000007,0.003987159503121219,57,0.3162976527384718,0.003162976527384718,Khác
DECORATIVE HANGING SHELVING UNIT,359.7,1284.5,0.003985497494157851,5,0.027745408134953665,0.00027745408134953665,Khác
JIGSAW TOADSTOOLS 3 PIECE,359.18,86059.05100000006,0.0039797358630848404,70,0.38843571388935133,0.003884357138893513,Khác
BLACK CHRISTMAS TREE 60CM,358.64,29005.62000000001,0.003973752630816714,21,0.1165307141668054,0.001165307141668054,Khác
GREEN ENAMEL+GLASS HAIR COMB,357.7399999999998,150244.9800000001,0.003963780577036499,54,0.2996504078574996,0.002996504078574996,Khác
VEGETABLE GARDEN CHOPPING BOARD,357.68999999999994,34428.86000000004,0.003963226574048712,20,0.11098163253981466,0.0011098163253981466,Khác
GIFT BAG BIRTHDAY,357.0200000000001,114052.1000000001,0.003955802934012334,66,0.3662393873813884,0.003662393873813884,Khác
HEART BUTTONS JEWELLERY BOX,356.11,54215.960000000036,0.0039457200796345635,30,0.166472448809722,0.00166472448809722,Khác
HOME SWEET HOME HOOK,355.24000000000007,27173.640000000018,0.003936080427647026,41,0.22751234670662004,0.0022751234670662004,Khác
BLUE SCOTTIE DOG W FLOWER PATTERN,355.22999999999996,91456.23000000003,0.003935969627049467,44,0.24415959158759223,0.0024415959158759224,Khác
RETROSPOT BABUSHKA DOORSTOP,355.20000000000005,46741.260000000024,0.003935637225256795,46,0.2552577548415737,0.002552577548415737,Khác
HEARTS GIFT TAPE,354.91,147055.3600000001,0.0039324240079276155,88,0.48831918317518447,0.004883191831751845,Khác
ASSORTED COLOUR LIZARD SUCTION HOOK,354.78,39337.22999999999,0.003930983600159361,51,0.2830031629765274,0.002830031629765274,Khác
RIDGED GLASS STORAGE JAR CREAM LID,353.97,7188.7699999999995,0.003922008751757172,18,0.09988346928583319,0.000998834692858332,Khác
CHILDS GARDEN RAKE BLUE,352.6899999999998,98882.82000000007,0.003907826275269758,54,0.2996504078574996,0.002996504078574996,Khác
MADRAS NOTEBOOK LARGE ,352.46000000000004,12772.66,0.0039052778615259283,15,0.083236224404861,0.00083236224404861,Khác
RED VICTORIAN FABRIC OVAL BOX,352.2500000000002,228577.56000000014,0.0039029510489772146,98,0.5438099994450918,0.005438099994450918,Khác
FLYING PIG WATERING CAN,351.39999999999986,55852.77999999994,0.003893532998184788,41,0.22751234670662004,0.0022751234670662004,Khác
EGG FRYING PAN MINT ,351.31,69821.76000000004,0.003892535792806769,66,0.3662393873813884,0.003662393873813884,Khác
SMALL MEDINA STAMPED METAL BOWL ,351.1,54032.06000000004,0.0038902089802580536,43,0.2386105099606015,0.002386105099606015,Khác
FOLDING BUTTERFLY MIRROR RED  ,350.98000000000013,86391.75999999997,0.0038888793730873592,79,0.4383774485322679,0.004383774485322679,Khác
SMALL FOLKART STAR CHRISTMAS DEC,350.47999999999996,86847.59000000003,0.003883339343209462,53,0.29410132623050883,0.0029410132623050884,Khác
SET OF 36 DINOSAUR PAPER DOILIES,349.72999999999996,141590.2000000001,0.0038750292983926195,55,0.3051994894844903,0.003051994894844903,Khác
FOLKART CLIP ON STARS,349.09000000000003,276206.2500000003,0.003867938060148914,97,0.538260917818101,0.005382609178181011,Khác
GLASS CHALICE GREEN  LARGE ,348.9200000000001,18299.45,0.0038660544499904306,18,0.09988346928583319,0.000998834692858332,Khác
SCOTTIES CHILDRENS APRON,348.91999999999973,190171.93000000005,0.0038660544499904263,57,0.3162976527384718,0.003162976527384718,Khác
PINK PADDED MOBILE,348.28999999999996,14432.589999999998,0.0038590740123442815,32,0.17757061206370345,0.0017757061206370346,Khác
GEMSTONE CHANDELIER T-LIGHT HOLDER,347.70000000000005,3496.250000000001,0.003852536777088365,7,0.03884357138893513,0.0003884357138893513,Khác
PARTY INVITES FOOTBALL,347.1499999999999,89107.55,0.0038464427442226794,76,0.42173020365129565,0.004217302036512957,Khác
ANIMAL STICKERS,347.1300000000001,18298.139999999992,0.003846221143027566,42,0.2330614283336108,0.002330614283336108,Khác
ANGEL DECORATION PAINTED ZINC ,344.63999999999976,221671.74000000014,0.0038186317942356432,70,0.38843571388935133,0.003884357138893513,Khác
BEADED CRYSTAL HEART PINK SMALL,343.98999999999984,150101.26000000007,0.0038114297553943806,65,0.36069030575439764,0.0036069030575439764,Khác
MIRROR MOSAIC CANDLE PLATE,343.7099999999997,173806.63000000006,0.0038083273386627574,59,0.32739581599245327,0.0032739581599245324,Khác
FOLDING UMBRELLA PINKWHITE POLKADOT,343.58,79086.68000000005,0.0038068869308945084,38,0.21086510182564783,0.0021086510182564784,Khác
SMALLFOLKART BAUBLE CHRISTMAS DEC,343.57,156049.71000000005,0.0038067761302969503,40,0.22196326507962932,0.002219632650796293,Khác
MINI JIGSAW DOLLY GIRL,343.08000000000004,249973.11000000002,0.003801346901016613,101,0.560457244326064,0.00560457244326064,Khác
SILVER FLOWR PINK SHELL NECKLACE,342.76000000000005,8640.729999999998,0.0037978012818947605,4,0.02219632650796293,0.00022196326507962932,Khác
PARTY INVITES SPACEMAN,342.6299999999998,62510.11000000003,0.0037963608741265055,62,0.34404306087342545,0.0034404306087342544,Khác
ASSORTED EASTER DECORATIONS  BELLS,341.79,15490.599999999997,0.0037870536239316436,21,0.1165307141668054,0.001165307141668054,Khác
DANISH ROSE DELUXE COASTER,341.4499999999999,20853.310000000005,0.003783286403614673,31,0.17202153043671273,0.0017202153043671272,Khác
WAKE UP COCKEREL CALENDAR SIGN ,341.09,42395.96000000004,0.0037792975821025893,32,0.17757061206370345,0.0017757061206370346,Khác
SILVER ROCOCO CANDLE STICK,340.69999999999993,11708.89,0.003774976358797831,14,0.07768714277787026,0.0007768714277787026,Khác
CAMOUFLAGE EAR MUFF HEADPHONES,340.63000000000005,75265.94000000006,0.0037742007546149267,26,0.14427612230175907,0.0014427612230175906,Khác
WALL ART TREASURE AHOY ,340.35,37694.14000000003,0.003771098337883305,25,0.13872704067476832,0.0013872704067476832,Khác
ORIGAMI VANILLA INCENSE/CANDLE SET ,340.2299999999998,131806.58000000007,0.0037697687307126078,63,0.3495921425004162,0.003495921425004162,Khác
SILVER VANILLA  FLOWER CANDLE POT,339.87,13903.290000000006,0.0037657799092005255,25,0.13872704067476832,0.0013872704067476832,Khác
CAKES AND BOWS GIFT  TAPE,339.61999999999995,183448.28999999995,0.003763009894261577,81,0.4494756117862494,0.004494756117862494,Khác
WHITE CANDYSTUFT ARTIFICIAL FLOWER,339.06000000000006,10432.310000000001,0.0037568050607983358,17,0.09433438765884246,0.0009433438765884246,Khác
CUBIC MUG PINK POLKADOT,338.73,59865.82000000001,0.003753148641078924,46,0.2552577548415737,0.002552577548415737,Khác
SNACK TRAY RED VINTAGE DOILY,337.64000000000004,74145.37000000002,0.003741071375945113,33,0.1831196936906942,0.001831196936906942,Khác
WHITE SAGE INCENSE,337.1399999999999,129512.42000000013,0.0037355313460672155,67,0.37178846900837914,0.003717884690083791,Khác
DOLLCRAFT GIRL NICOLE,336.6000000000001,7836.420000000001,0.0037295481137990913,12,0.0665889795238888,0.000665889795238888,Khác
PAPER LANTERN 9 POINT HOLLY STAR S,336.14,13121.430000000002,0.0037244512863114265,19,0.10543255091282391,0.0010543255091282392,Khác
PINK PAISLEY ROSE GIFT WRAP,336.0,18775.74,0.0037229000779456156,31,0.17202153043671273,0.0017202153043671272,Khác
MINI JIGSAW CIRCUS PARADE ,335.4799999999999,112854.19000000012,0.003717138446872604,60,0.332944897619444,0.00332944897619444,Khác
TURQ+RED BOUDICCA LARGE BRACELET,335.3399999999999,47947.020000000026,0.003715587238506793,25,0.13872704067476832,0.0013872704067476832,Khác
RED RETRO KITCHEN WALL CLOCK,334.81000000000006,17274.27000000001,0.003709714806836226,19,0.10543255091282391,0.0010543255091282392,Khác
MAGIC DRAWING SLATE LEAP FROG ,333.57,52411.57000000001,0.0036959755327390445,67,0.37178846900837914,0.003717884690083791,Khác
GREEN GOOSE FEATHER TREE 60CM,333.57,45314.03000000001,0.0036959755327390445,41,0.22751234670662004,0.0022751234670662004,Khác
ANT COPPER TURQ BOUDICCA BRACELET,333.3300000000001,107594.70000000007,0.0036933163183976566,36,0.19976693857166639,0.001997669385716664,Khác
FELT FARM ANIMAL CHICKEN,332.8999999999999,43585.10000000001,0.0036885518927026644,46,0.2552577548415737,0.002552577548415737,Khác
FELT FARM ANIMAL HEN,332.84000000000003,89083.68000000007,0.0036878870891173185,44,0.24415959158759223,0.0024415959158759224,Khác
CHILDS GARDEN RAKE PINK,332.7299999999999,79382.69000000006,0.00368666828254418,63,0.3495921425004162,0.003495921425004162,Khác
SMALL POP BOX FUNKY MONKEY,331.4799999999998,218477.72000000012,0.0036728182078494404,85,0.4716719382942123,0.004716719382942123,Khác
BLACK LOVE BIRD CANDLE,330.9799999999999,145345.24,0.0036672781779715463,60,0.332944897619444,0.00332944897619444,Khác
GREEN CAT FLORAL CUSHION COVER ,330.1699999999998,110424.90000000011,0.0036583033295693548,53,0.29410132623050883,0.0029410132623050884,Khác
RETROSPOT CANDLE  MEDIUM,328.9200000000001,77284.02000000005,0.0036444532548746194,38,0.21086510182564783,0.0021086510182564784,Khác
PURPLE SWEETHEART BRACELET,328.43999999999994,145546.6200000001,0.0036391348261918394,50,0.27745408134953664,0.0027745408134953664,Khác
FLOWERS TILE COASTER,327.79999999999984,32435.240000000013,0.0036320435879481318,38,0.21086510182564783,0.0021086510182564784,Khác
ASSTD DESIGN 3D PAPER STICKERS,326.63,9749.31,0.003619079918033859,28,0.1553742855557405,0.0015537428555574052,Khác
MINI LADLE LOVE HEART RED ,326.00000000000006,349545.9000000003,0.003612099480387711,142,0.787969591032684,0.00787969591032684,Khác
5 HOOK HANGER MAGIC TOADSTOOL,325.9799999999999,36996.200000000026,0.0036118778791925936,22,0.12207979579379612,0.0012207979579379612,Khác
CANDLE PLATE LACE WHITE,324.79999999999995,114879.6000000001,0.003598803408680762,53,0.29410132623050883,0.0029410132623050884,Khác
CHUNKY SILVER NECKLACE PASTEL FLOWE,324.00999999999993,37319.68000000004,0.003590050161473687,23,0.12762887742078685,0.0012762887742078686,Khác
CAT AND BIRD WALL ART,323.64,7521.459999999999,0.003585950539364045,4,0.02219632650796293,0.00022196326507962932,Khác
MIRRORED WALL ART STARS,321.0900000000001,42661.01000000004,0.0035576963869867802,47,0.26080683646856445,0.0026080683646856444,Khác
IVORY SWEETHEART SOAP DISH,321.03000000000003,44821.72000000001,0.003557031583401432,44,0.24415959158759223,0.0024415959158759224,Khác
RABBIT  DESIGN  COTTON TOTE BAG,320.3199999999998,124158.25000000009,0.0035491647409748184,53,0.29410132623050883,0.0029410132623050884,Khác
POPART WOODEN PENCILS ASST,320.0,31427.399999999998,0.0035456191218529677,56,0.310748571111481,0.0031074857111148104,Khác
LA JARDIN BOTANIQUE CUSHION COVER,319.28,15867.991000000005,0.003537641478828798,24,0.1331779590477776,0.001331779590477776,Khác
EMBROIDERED RIBBON REEL RUBY ,318.67,24931.250000000022,0.0035308826423777664,28,0.1553742855557405,0.0015537428555574052,Khác
EMBROIDERED RIBBON REEL ROSIE,318.2800000000001,52555.910000000054,0.003526561419073009,42,0.2330614283336108,0.002330614283336108,Khác
MONEY BOX POCKET MONEY DESIGN,317.25000000000006,97017.80999999995,0.0035151489575245445,61,0.3384939792464347,0.003384939792464347,Khác
FUNKY MONKEY CUSHION COVER,317.1699999999999,129094.73000000008,0.0035142625527440794,46,0.2552577548415737,0.002552577548415737,Khác
NEWSPAPER STAND,316.95000000000005,31465.520000000004,0.003511824939597807,5,0.027745408134953665,0.00027745408134953665,Khác
SET/6 BLACK BIRD T-LIGHT CANDLES,316.75000000000006,72969.19000000003,0.003509608927646649,39,0.2164141834526386,0.002164141834526386,Khác
FRUIT TREE AND BIRDS WALL PLAQUE,316.72999999999996,41150.75000000003,0.0035093873264515326,22,0.12207979579379612,0.0012207979579379612,Khác
VINTAGE ROSE BEAD BRACELET RASPBERR,315.7299999999999,166427.57000000012,0.0034983072666957414,44,0.24415959158759223,0.0024415959158759224,Khác
FELTCRAFT DOLL MARIA,315.6699999999999,30513.170000000016,0.0034976424631103934,40,0.22196326507962932,0.002219632650796293,Khác
BATHROOM METAL SIGN ,315.1399999999998,80179.52000000002,0.0034917700314398233,66,0.3662393873813884,0.003662393873813884,Khác
BLUE SCANDINAVIAN PAISLEY WRAP,315.0,18167.170000000002,0.003490218823074015,29,0.16092336718273126,0.0016092336718273126,Khác
HANGING WOOD AND FELT HEART,314.8100000000003,180360.53000000012,0.003488113611720418,106,0.5882026524610177,0.005882026524610177,Khác
COFFEE SCENT PILLAR CANDLE,313.94,107818.61999999998,0.003478473959732877,59,0.32739581599245327,0.0032739581599245324,Khác
SNACK TRAY I LOVE LONDON,313.9,91053.19000000006,0.003478030757342645,31,0.17202153043671273,0.0017202153043671272,Khác
PARTY INVITES BALLOON GIRL,313.38999999999993,93436.04999999994,0.0034723799268671918,67,0.37178846900837914,0.003717884690083791,Khác
FAIRY DREAMS INCENSE ,313.30999999999983,218053.74000000017,0.0034714935220867276,101,0.560457244326064,0.00560457244326064,Khác
DECORATION SITTING BUNNY,313.05999999999983,106322.7600000001,0.0034687235071477794,80,0.44392653015925865,0.004439265301592586,Khác
SKULLS DESIGN FLANNEL,313.0099999999998,365173.38000000047,0.00346816950415999,103,0.5715554075800455,0.005715554075800455,Khác
FLOOR LAMP SHADE WOOD BASE,312.7,5835.500000000001,0.003464734685635697,13,0.07213806115087953,0.0007213806115087953,Khác
SET OF 4 POLKADOT COASTERS,312.5299999999999,174094.94000000003,0.0034628510754772116,77,0.42727928527828646,0.004272792852782864,Khác
BLUE CUSHION COVER WITH FLOWER,312.2799999999999,44794.13100000003,0.0034600810605382635,28,0.1553742855557405,0.0015537428555574052,Khác
CHRISTMAS HANGING HEART WITH BELL,311.34999999999997,59440.80000000002,0.003449776604965379,26,0.14427612230175907,0.0014427612230175906,Khác
BLUE & WHITE BREAKFAST TRAY,310.8999999999999,55023.80000000001,0.0034447905780752726,35,0.19421785694467567,0.0019421785694467566,Khác
RETRO PLASTIC POLKA TRAY,310.3100000000002,123249.87,0.0034382533428193593,69,0.3828866322623606,0.003828866322623606,Khác
ENAMEL BLUE RIM BISCUIT BIN,309.68999999999994,41806.60000000002,0.003431383705770767,36,0.19976693857166639,0.001997669385716664,Khác
BLACK LOVE BIRD T-LIGHT HOLDER,309.63999999999993,67154.40000000005,0.003430829702782977,28,0.1553742855557405,0.0015537428555574052,Khác
GRASS HOPPER WOODEN WALL CLOCK ,309.5100000000001,41495.670000000035,0.003429389295014726,29,0.16092336718273126,0.0016092336718273126,Khác
MAGIC DRAWING SLATE GO TO THE FAIR ,308.71000000000004,51744.95000000001,0.0034205252472100925,65,0.36069030575439764,0.0036069030575439764,Khác
DOILY THANK YOU CARD,308.19999999999993,95619.02000000006,0.003414874416734639,54,0.2996504078574996,0.002996504078574996,Khác
MINI  ZINC GARDEN DECORATIONS ,306.6700000000001,31328.900000000027,0.0033979219253082804,30,0.166472448809722,0.00166472448809722,Khác
PEACH KNITTED HEN ,306.56,86940.67000000006,0.003396703118735143,59,0.32739581599245327,0.0032739581599245324,Khác
BABY MOUSE RED GINGHAM DRESS,306.0,13378.619999999999,0.0033904982852719003,20,0.11098163253981466,0.0011098163253981466,Khác
SPACE OWL,305.75,204924.96000000014,0.0033877282703329526,66,0.3662393873813884,0.003662393873813884,Khác
CINNAMON SCENTED VOTIVE CANDLE,305.35999999999996,27052.280000000006,0.0033834070470281936,35,0.19421785694467567,0.0019421785694467566,Khác
DENIM PATCH PURSE PINK BUTTERFLY,304.48999999999995,117110.40000000011,0.003373767395040656,57,0.3162976527384718,0.003162976527384718,Khác
LARGE CAMPHOR WOOD FIELD MUSHROOM ,304.36999999999995,43644.120000000024,0.003372437787869961,26,0.14427612230175907,0.0014427612230175906,Khác
SET OF 4 NAPKIN CHARMS INSTRUMENT,303.7300000000002,62934.40000000004,0.003365346549626258,37,0.2053160201986571,0.002053160201986571,Khác
PANTRY HOOK TEA STRAINER ,303.53,34541.480000000025,0.003363130537675098,30,0.166472448809722,0.00166472448809722,Khác
PARTY PIZZA DISH BLUE POLKADOT,303.5,126625.63000000015,0.0033627981358824235,64,0.3551412241274069,0.003551412241274069,Khác
SET/4 BADGES BEETLES,303.19000000000005,208957.58000000016,0.0033593633173581296,69,0.3828866322623606,0.003828866322623606,Khác
SKULLS STORAGE BOX LARGE,302.7899999999999,78211.28000000001,0.0033549312934558115,29,0.16092336718273126,0.0016092336718273126,Khác
SET/4 BADGES CUTE CREATURES,302.72,128108.02000000002,0.0033541556892729076,51,0.2830031629765274,0.002830031629765274,Khác
ALPHABET HEARTS STICKER SHEET,302.4800000000001,118258.36999999997,0.0033514964749315184,55,0.3051994894844903,0.003051994894844903,Khác
FORKED CACTUS CANDLE,301.96000000000004,70967.69000000006,0.003345734843858507,33,0.1831196936906942,0.001831196936906942,Khác
GINGHAM BABUSHKA DOORSTOP,301.49000000000007,17128.239999999994,0.0033405272157732858,36,0.19976693857166639,0.001997669385716664,Khác
BLUE TEA TOWEL CLASSIC DESIGN,299.84000000000003,17221.91,0.003322245117176231,46,0.2552577548415737,0.002552577548415737,Khác
PINK & WHITE BREAKFAST TRAY,298.9399999999999,63809.890000000036,0.0033122730633960177,31,0.17202153043671273,0.0017202153043671272,Khác
COLUMBIAN CANDLE RECTANGLE,297.96,19035.94000000001,0.0033014146048353445,28,0.1553742855557405,0.0015537428555574052,Khác
MIXED NUTS LIGHT GREEN BOWL,296.03000000000003,124604.62000000008,0.003280030089506669,67,0.37178846900837914,0.003717884690083791,Khác
SET OF 36 DOILIES SPACEBOY DESIGN ,295.44999999999976,59732.81000000003,0.003273603654848308,51,0.2830031629765274,0.002830031629765274,Khác
SET/6 FRUIT SALAD PAPER CUPS,294.84,93139.30000000005,0.0032668448183972775,88,0.48831918317518447,0.004883191831751845,Khác
ROSE DU SUD WASHBAG ,294.6399999999999,127384.60000000005,0.0032646288064461185,47,0.26080683646856445,0.0026080683646856444,Khác
PANDA AND BUNNIES STICKER SHEET,294.62999999999994,130800.36999999997,0.0032645180058485613,76,0.42173020365129565,0.004217302036512957,Khác
PACK 3 IRON ON DOG PATCHES,294.59000000000003,144022.90000000014,0.003264074803458331,60,0.332944897619444,0.00332944897619444,Khác
SMALL STRIPES CHOCOLATE GIFT BAG ,294.35,12357.090000000004,0.0032614155891169407,23,0.12762887742078685,0.0012762887742078686,Khác
EASTER BUNNY GARLAND OF FLOWERS,293.8000000000001,108054.10000000006,0.0032553215562512576,79,0.4383774485322679,0.004383774485322679,Khác
SET OF 2 TEA TOWELS PING MICROWAVE,293.72999999999996,245023.86000000022,0.00325454595206835,74,0.4106320403973142,0.004106320403973142,Khác
WOVEN CANDY CUSHION COVER ,292.55999999999995,120409.87100000012,0.0032415822821540746,39,0.2164141834526386,0.002164141834526386,Khác
SET OF 6 RIBBONS PARTY,291.91999999999996,28323.870000000017,0.003234491043910369,14,0.07768714277787026,0.0007768714277787026,Khác
RECTANGULAR SHAPED MIRROR,290.78,41375.80000000001,0.0032218597757887684,31,0.17202153043671273,0.0017202153043671272,Khác
RETROSPOT CANDLE  SMALL,290.3800000000001,78584.28000000006,0.003217427751886453,37,0.2053160201986571,0.002053160201986571,Khác
PIN CUSHION BABUSHKA BLUE,290.21,101669.12000000011,0.0032155441417279673,39,0.2164141834526386,0.002164141834526386,Khác
MEDIUM CHINESE STYLE SCISSOR,289.98,8977.58,0.0032129957279841363,24,0.1331779590477776,0.001331779590477776,Khác
PACK OF 12 CHRISTMAS FUN CARDS,289.69,80620.7400000001,0.0032097825106549567,37,0.2053160201986571,0.002053160201986571,Khác
ANT COPPER PINK BOUDICCA BRACELET,289.19,123345.61000000003,0.0032042424807770613,33,0.1831196936906942,0.001831196936906942,Khác
GREEN HEART COMPACT MIRROR,288.31000000000006,52265.61000000006,0.0031944920281919663,32,0.17757061206370345,0.0017757061206370346,Khác
PARTY PIZZA DISH PINK POLKADOT,287.6999999999998,133406.17000000013,0.0031877331917409316,64,0.3551412241274069,0.003551412241274069,Khác
PAPER LANTERN 5 POINT SEQUIN STAR,287.5,9751.820000000003,0.003185517179789776,21,0.1165307141668054,0.001165307141668054,Khác
DOOR HANGER  MUM + DADS ROOM,287.21999999999986,74260.69999999994,0.0031824147630581524,62,0.34404306087342545,0.0034404306087342544,Khác
PINK JEWELLED PHOTO FRAME ,286.75,34295.18000000001,0.0031772071349729326,17,0.09433438765884246,0.0009433438765884246,Khác
PIECE OF CAMO STATIONERY SET,286.59999999999997,10821.0,0.003175545126009564,28,0.1553742855557405,0.0015537428555574052,Khác
WALL ART DOG AND BALL ,286.56,84867.04999999997,0.003175101923619333,27,0.1498252039287498,0.001498252039287498,Khác
QUEEN OF THE SKIES PASSPORT COVER ,286.3899999999998,128363.81000000007,0.0031732183134608456,76,0.42173020365129565,0.004217302036512957,Khác
CANDLE HOLDER SILVER MADELINE,285.5600000000001,21951.63000000002,0.003164021863863543,18,0.09988346928583319,0.000998834692858332,Khác
WOODLAND SMALL RED FELT HEART,284.3,75005.36999999995,0.0031500609885712462,38,0.21086510182564783,0.0021086510182564784,Khác
BOTANICAL ROSE GIFT WRAP,283.5,11440.940000000002,0.0031411969407666137,26,0.14427612230175907,0.0014427612230175906,Khác
BIRTHDAY BANQUET GIFT WRAP,283.5,17857.99,0.0031411969407666137,27,0.1498252039287498,0.001498252039287498,Khác
SET OF 6 RIBBONS COUNTRY STYLE,283.31000000000006,49929.22000000002,0.003139091729413014,22,0.12207979579379612,0.0012207979579379612,Khác
DOLLY HONEYCOMB GARLAND,283.11,11405.22,0.003136875717461855,20,0.11098163253981466,0.0011098163253981466,Khác
4 SKY BLUE DINNER CANDLES,282.90999999999997,86306.08000000006,0.003134659705510697,61,0.3384939792464347,0.003384939792464347,Khác
ICON MUG REVOLUTIONARY,282.1499999999998,32965.780000000006,0.003126238860096294,80,0.44392653015925865,0.004439265301592586,Khác
CHRISTMAS CARD SCREEN PRINT ,281.7000000000001,96269.7100000001,0.0031212528332061917,59,0.32739581599245327,0.0032739581599245324,Khác
BLUE EGG  SPOON,281.49999999999983,141126.04,0.0031190368212550305,93,0.5160645913101382,0.005160645913101382,Khác
VINTAGE NOTEBOOK PARIS DAYS,280.57,60032.810000000034,0.0031087323656821472,23,0.12762887742078685,0.0012762887742078686,Khác
HAWAIIAN GRASS SKIRT ,280.56,21502.310000000016,0.0031086215650845896,26,0.14427612230175907,0.0014427612230175906,Khác
BLACK SQUARE TABLE CLOCK,280.42,81512.33000000007,0.0031070703567187786,28,0.1553742855557405,0.0015537428555574052,Khác
HANGING WOOD AND FELT FLOWER,279.87999999999994,147030.78000000003,0.003101087124450651,101,0.560457244326064,0.00560457244326064,Khác
CHALKBOARD KITCHEN ORGANISER,278.92999999999995,25964.86000000001,0.0030905610676826498,7,0.03884357138893513,0.0003884357138893513,Khác
PANTRY HOOK SPATULA,278.47999999999996,40326.360000000044,0.0030855750407925444,30,0.166472448809722,0.00166472448809722,Khác
SET/6 BEAD COASTERS GAUZE BAG GOLD,277.31999999999994,45161.77999999999,0.0030727221714758274,25,0.13872704067476832,0.0013872704067476832,Khác
QUEEN OF SKIES LUGGAGE TAG,277.28999999999996,195976.63999999996,0.003072389769683154,98,0.5438099994450918,0.005438099994450918,Khác
PACK OF 12 CIRCUS PARADE TISSUES ,276.84999999999997,166171.90999999997,0.0030675145433906063,83,0.46057377504023084,0.004605737750402308,Khác
EGG CUP HENRIETTA HEN PINK,276.58000000000004,114361.21000000005,0.0030645229272565433,36,0.19976693857166639,0.001997669385716664,Khác
NURSE'S BAG SOFT TOY,276.52999999999986,11852.46,0.0030639689242687516,21,0.1165307141668054,0.001165307141668054,Khác
PINK POLKADOT CHILDRENS UMBRELLA,276.2099999999999,45407.40000000003,0.0030604233051469,35,0.19421785694467567,0.0019421785694467566,Khác
SMALL KITCHEN FLOWER POTS PLAQUE,275.90000000000015,45158.76000000001,0.0030569884866226073,33,0.1831196936906942,0.001831196936906942,Khác
 4 PURPLE FLOCK DINNER CANDLES,275.49999999999994,16682.030000000006,0.0030525564627202884,37,0.2053160201986571,0.002053160201986571,Khác
WOODLAND  STICKERS,275.4599999999997,201365.87000000014,0.003052113260330054,72,0.39953387714333277,0.003995338771433328,Khác
CURIO CABINET LINEN AND LACE ,273.80000000000007,30292.18,0.0030337203611354464,17,0.09433438765884246,0.0009433438765884246,Khác
PORCELAIN ROSE LARGE ,273.42999999999995,8819.720000000003,0.003029620739025802,13,0.07213806115087953,0.0007213806115087953,Khác
SILVER DISCO HANDBAG,272.98999999999995,60071.709999999985,0.003024745512733255,35,0.19421785694467567,0.0019421785694467566,Khác
MINI LADLE LOVE HEART PINK,272.6200000000001,399257.73000000045,0.003020645890623614,161,0.893402141945508,0.00893402141945508,Khác
JUMBO BAG VINTAGE DOILEY ,272.57,6266.360000000001,0.0030200918876358233,7,0.03884357138893513,0.0003884357138893513,Khác
SNACK TRAY PAISLEY PARK,272.5499999999999,82042.39000000004,0.0030198702864407062,30,0.166472448809722,0.00166472448809722,Khác
SKULLS SQUARE TISSUE BOX,272.21999999999986,96273.80000000006,0.003016213866721295,56,0.310748571111481,0.0031074857111148104,Khác
NUMBER TILE VINTAGE FONT No ,272.19999999999993,72464.62000000005,0.0030159922655261795,33,0.1831196936906942,0.001831196936906942,Khác
ROSE DU SUD COSMETICS BAG,271.59,141714.70000000013,0.0030092334290751483,48,0.2663559180955552,0.002663559180955552,Khác
SILVER MINI TAPE MEASURE ,271.21999999999997,117155.62000000001,0.0030051338069655054,26,0.14427612230175907,0.0014427612230175906,Khác
TUB 24 PINK FLOWER PEGS,271.0399999999999,62437.790000000045,0.0030031393962094625,58,0.3218467343654625,0.003218467343654625,Khác
DINOSAUR HEIGHT CHART STICKER SET,271.03,52948.34000000001,0.0030030285956119053,30,0.166472448809722,0.00166472448809722,Khác
PINK LOVE BIRD CANDLE,271.00000000000006,105568.32,0.003002696193819233,44,0.24415959158759223,0.0024415959158759224,Khác
